title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
search and rescue dogs,"""describes what search and rescue dogs do, where they work, how they are trained, and which dog breeds are the best at working as search and rescue dogs includes stories about real dogs who have saved lost or trapped people""--provided by publisher",a search and rescue dog in action -- bred to search -- learning the job -- people partners -- real-life stories of amazing rescues,"['search dogs', 'rescue dogs']","['dog rescue', 'rescue dogs', 'animal rescue', 'dog trainers', 'animals in police work']",s,"{'search dogs': 10, 'rescue dogs': 2}"
get to know cat breeds : over 40 best-known breeds,"""discusses the appearance, origin, and temperament of more than forty cat breeds grouped into categories established by the fédération internationale féline (fife): persians and exotic shorthairs, semi-longhair cats, short-haired cats and somali, the oriental family, and breeds recognized by the world cat federation (wcf) includes a chapter on cat care""-- provided by publisher",pedigree cats -- cat breeds -- persian and exotic shorthair -- semilonghair breeds -- shorthaired breeds and somali -- oriental breeds -- breeds recognized by the world cat federation -- living with a pedigreed cat,['cat breeds'],"['cat breeds', 'american shorthair cat', 'exotic shorthair cat', 'longhair cats', 'british shorthair cat']",s,{'cat breeds': 1}
apples in fall,"""visit an apple orchard and learn how apples grow, how cider is made, and what foods we make with apples color photos and easy-to-read text tell about this favorite treat in the season of fall""-- provided by publisher",at the orchard -- parts of an apple -- picture glossary -- index -- to learn more,"['apples', 'apples', 'autumn']","['orchards', 'apple growers', 'apples', 'fruit trees', 'fruit-culture']",s,"{'apples': 3, 'autumn': 6}"
harvest in fall,"""learn all about how crops are picked and get to the store for us to eat color photographs and easy-to-read text tell kids about harvest time in the season of fall""--provided by publisher",picking crops in fall -- from field to plate,"['harvesting', 'harvesting time', 'autumn']","['harvesting', 'field crops', 'crops', 'farm produce', 'food crops']",s,"{'harvesting': 1, 'harvesting time': 6, 'autumn': 17}"
pumpkins in fall,"""visit a pumpkin patch and learn how pumpkins grow and how they are made into jack-o-lanterns color photos and easy-to-read text tell kids about this favorite symbol of the fall season""-- provided by publisher",let's pick a pumpkin -- parts of a pumpkin -- picture glossary -- index -- to learn more,"['pumpkin', 'pumpkin', 'autumn']","['pumpkin', 'garden ornaments and furniture', 'autumn', 'floral decorations', 'decoration and ornament']",s,"{'pumpkin': 1, 'autumn': 3}"
apples in fall [electronic resource],"""visit an apple orchard and learn how apples grow, how cider is made, and what foods we make with apples color photos and easy-to-read text tell about this favorite treat in the season of fall""-- provided by publisher",at the orchard -- parts of an apple -- picture glossary -- index -- to learn more,"['apples', 'apples', 'autumn']","['orchards', 'apples', 'apple growers', 'autumn', 'fruit trees']",s,"{'apples': 2, 'autumn': 4}"
if you were a cat,"""describes the features, life, and habits of cats in contrast to human life""-- provided by publisher",how cats hunt -- cats' eyes -- amazing senses -- contented cats -- grumpy cats -- body language -- home range -- how cats move -- caring for fur -- cat food -- kittens -- cat breeds -- humans and cats,"['cats', 'cats']","['cat owners', 'pets', 'cats', 'siamese cat', 'kittens']",s,{'cats': 3}
if you were a dog,"""describes the features, life, and habits of dogs in contrast to human life""-- provided by publisher","sight, sound and touch -- a world of smell -- chasing and herding -- walkies! -- pack animal -- dog 'talk' -- body language -- dog 'feelings' -- training -- meal times -- care for fur -- puppy development -- humans and dogs","['dogs', 'dogs']","['pets', 'human-animal communication', 'dog owners', 'human-animal relationships', 'animal behavior']",s,{'dogs': 8}
kitten,"""describes life, features, and habits of kittens also helps readers select a pet""--provided by publisher",all about cats -- different sorts of cats -- choosing a kitten -- getting ready -- what do cats eat? -- more about food and drink -- sleeping and grooming -- playtime -- first days,"['kittens', 'cats']","['kittens', 'cat owners', 'library cats', 'siamese cat', 'cats']",s,"{'kittens': 1, 'cats': 5}"
puppy,"""describes life, features, and habits of puppies also helps children choose a new pet""-- provided by publisher",all about puppies -- different sorts of dogs -- the right puppy -- getting ready -- first steps -- food and drink -- training a puppy -- rest and play -- holding my puppy,"['puppies', 'animals']","['toy dogs', 'puppies', 'dog owners', 'pets', 'dog trainers']",s,"{'puppies': 2, 'animals': 101}"
rabbit,"""describes life, features, and habits of pet rabbits also helps child select a pet""-- provided by publisher","all about rabbits -- healthy, happy pets -- hutches and bedding -- getting ready -- cleaning and grooming -- rabbit food -- settling in -- exercise -- handling rabbits",['rabbits'],"['rabbits', 'dwarf rabbits', 'rabbit hunting', 'invertebrates as pets', 'children and animals']",s,{'rabbits': 1}
guinea pig,"""describes life, features, and habits of guinea pigs also helps children select a new pet""-- provided by publisher",all about guinea pigs -- healthy guinea pigs -- what do guinea pigs need? -- preparing the cage -- how to clean the cage -- guinea pig food -- first days -- exercise for guinea pigs -- how to handle guinea pigs,['guinea pigs as pets'],"['guinea pigs as pets', 'potbellied pigs as pets', 'laboratory animals', 'rodents as pets', 'amphibians as pets']",s,{'guinea pigs as pets': 1}
pumpkins in fall [electronic resource],"""visit a pumpkin patch and learn how pumpkins grow and how they are made into jack-o-lanterns color photos and easy-to-read text tell kids about this favorite symbol of the fall season""-- provided by publisher",let's pick a pumpkin -- parts of a pumpkin -- picture glossary -- index -- to learn more,"['pumpkin', 'pumpkin', 'autumn']","['pumpkin', 'autumn', 'garden ornaments and furniture', 'floral decorations', 'vegetables in art']",s,"{'pumpkin': 1, 'autumn': 2}"
hamster and gerbil,"""describes the life, features, and habits of hamsters and gerbils also helps children select a new pet""-- provided by publisher",all about hamsters -- types of hamsters -- choosing a hamster -- caring for a hamster -- all about gerbils -- choosing a gerbil -- getting ready -- caring for a gerbil -- cleaning cages,"['hamsters as pets', 'gerbils as pets']","['gerbils as pets', 'hamsters as pets', 'rodents as pets', 'rats as pets', 'ferret']",s,"{'hamsters as pets': 2, 'gerbils as pets': 1}"
harvest in fall [electronic resource],"""learn all about how crops are picked and get to the store for us to eat color photographs and easy-to-read text tell kids about harvest time in the season of fall""--provided by publisher",picking crops in fall -- from field to plate,"['harvesting', 'harvesting time', 'autumn']","['harvesting', 'field crops', 'crops', 'farm produce', 'harvesting time']",s,"{'harvesting': 1, 'harvesting time': 5, 'autumn': 18}"
baby goats,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby goats to young readers through leveled text and related photos""-- provided by publisher",goat kids -- life with mom -- time to eat! -- time to play!,"['kids (goats)', 'goats']","['kids (goats)', 'pygmy goats as pets', 'children and animals', 'pygmy goat', 'goats']",s,"{'kids (goats)': 1, 'goats': 5}"
forest management for all : state and private forestry in the us forest service,"""forest management for all chronicles the history of the state and private forestry branch of the us forest service the book traces the numerous challenges to its purpose to become the federal leader in providing and coordinating technical and financial assistance to public and private landowners and resource managers""-- provided by publisher",the beginnings of state and private forestry -- the era of intensive forestry -- american environmental consciousness -- management for a new century,"['forest management', 'forests and forestry']","['forest management', 'forests and forestry', 'social forestry programs', 'forest policy', 'community forestry']",s,"{'forest management': 1, 'forests and forestry': 2}"
beagles,"""a brief overview of the physical characteristics, personality traits, and habits of the beagle breed, as well as descriptions of famous pop-culture beagles such as snoopy""-- provided by publisher",friendly beagles -- what do beagles look like? -- beagle puppies -- beagles in cartoons -- beagles and people -- what do beagles like to do? -- a famous beagle,['beagle (dog breed)'],"['beagle (dog breed)', 'dog owners', 'dalmatian dog', 'golden retriever', 'labrador retriever']",s,{'beagle (dog breed)': 1}
bulldogs,"""a brief overview of the physical characteristics, personality traits, and habits of the bulldog breed, as well as descriptions of famous pop-culture bulldogs such as butch the bulldog""-- provided by publisher",loving bulldogs -- what do bulldogs look like? -- bulldog puppies -- bulldogs in cartoons -- bulldogs and people -- what do bulldogs like to do? -- a famous bulldog,['bulldog'],"['bulldog', 'french bulldog', 'beagle (dog breed)', 'boxer (dog breed)', 'dalmatian dog']",s,{'bulldog': 1}
german shepherds,"""a brief overview of the physical characteristics, personality traits, and habits of the german shepherd breed, as well as descriptions of famous pop-culture shepherds such as rin tin tin""-- provided by publisher",smart shepherds -- what do german shepherds look like? -- german shepherd puppies -- german shepherds in movies -- german shepherds and people -- what do german shepherds like to do? -- a famous german shepherd,['german shepherd dog'],"['german shepherd dog', 'dog breeds', 'boxer (dog breed)', 'weimaraner (dog breed)', 'beagle (dog breed)']",s,{'german shepherd dog': 1}
poodles,"""a brief overview of the physical characteristics, personality traits, and habits of the poodle breed, as well as descriptions of famous pop-culture poodles such as georgette""-- provided by publisher",playful poodles -- what do poodles look like? -- poodle puppies -- poodles on-screen -- poodles and people -- what do poodles like to do? -- a famous poodle,['poodles'],"['poodles', 'toy dogs', 'dog owners', 'shih tzu', 'beagle (dog breed)']",s,{'poodles': 1}
retrievers,"""a brief overview of the physical characteristics, personality traits, and habits of the retriever breeds, as well as descriptions of famous pop-culture retrievers such as buddy""-- provided by publisher",running retrievers -- what do retrievers look like? -- retriever puppies -- retrievers in movies -- retrievers and people -- what do retrievers like to do? -- a famous retriever,['retrievers'],"['golden retriever', 'retrievers', 'labrador retriever', 'boston terrier', 'beagle (dog breed)']",s,{'retrievers': 2}
terriers,"""a brief overview of the physical characteristics, personality traits, and habits of the terrier breeds, as well as descriptions of famous pop-culture terriers such as toto""-- provided by publisher",energetic terriers -- what do terriers look like? -- terrier puppies -- terriers on the screen -- terriers and people -- what do terriers like to do? -- a famous terrier,['terriers'],"['terriers', 'boston terrier', 'airedale terrier', 'shih tzu', 'chihuahua (dog breed)']",s,{'terriers': 1}
"green retreats : women, gardens, and eighteenth-century culture","""green retreats presents a lively and beautifully illustrated account of eighteenth-century women in their gardens, in the context of the larger history of their retirement from the world - whether willed or enforced - and of their engagement with the literature of gardening beginning with a survey of cultural representations of the woman in the garden, stephen bending goes on to tell the stories, through their letters, diaries and journals, of some extraordinary eighteenth-century women including elizabeth montagu and the bluestocking circle, the gardening neighbours lady caroline holland and lady mary coke, and henrietta knight, lady luxborough, renowned for her scandalous withdrawal from the social world the emphasis on how gardens were used, as well as designed, allows the reader to rethink the place of women in the eighteenth century, and understand what was at stake for those who stepped beyond the flower garden and created their own landscapes""-- provided by publisher","machine generated contents note: introduction; part i: 1 'gladly i leave the town': retirement; 2 'no way qualified for retirement': disgrace; part ii: 3 bluestocking gardens: elizabeth montagu at sandleford; 4 neighbours in retreat: lady mary coke and the hollands; 5 'can you not forgive?' henrietta knight at barrells hall; 6 'though very retired, i am very happy'","['women gardeners', 'gardeners', 'gardening', 'women gardeners', 'gardeners', 'women']","['gardens, renaissance', 'gardens, medieval', 'formal gardens', 'women gardeners', 'historic gardens']",s,"{'women gardeners': 4, 'gardeners': 36, 'gardening': 40, 'women': 348}"
get to know dog breeds : the 200 most popular breeds,"""discusses the appearance, origin, and temperament of more than two hundred dog breeds categorized into groups according to the tasks they were originally bred for, including herding dogs, hunting dogs, sled dogs, lap dogs, and more""-- provided by publisher","the dog in our society -- why a pedigree dog? -- choosing a dog -- long-haired or short-haired breed? -- male or female? -- the right breeder -- the right breed -- family-friendly dogs -- dog breeds, grouped according to the tasks the dogs were originally bred for","['dogs', 'dog breeds']","['dog breeds', 'mixed breed dogs', 'beagle (dog breed)', 'boxer (dog breed)', 'horse breeds']",s,"{'dogs': 56, 'dog breeds': 1}"
get to know horse breeds : the 100 best-known breeds,"""discusses more than one hundred horse breeds categorized into groups according to temperament, build, and size: warm bloods, throroughbreds, baroque horses, cold bloods, small horses and ponies, gaited horses, and western horses""-- provided by publisher",horses -- warm bloods -- thoroughbreds -- baroque horses -- cold bloods -- small horses and ponies -- gaited horses -- western horses -- a-z list of horse breeds,['horse breeds'],"['horse breeds', 'american saddlebred horse', 'thoroughbred horse', 'dog breeds', 'dressage horses']",s,{'horse breeds': 1}
farm animals,"""nora the naturalist discovers the world of farm animals, describing various animals and how they live""-- provided by publisher",cattle -- sheep -- pigs -- chickens -- goats -- ducks -- geese -- horses -- donkeys and mules -- cats and dogs,"['domestic animals', 'livestock']","['domestic animals', 'children and animals', 'wild animals as pets', 'food animals', 'livestock']",s,"{'domestic animals': 1, 'livestock': 5}"
pets in the home,"""nora the naturalist discovers the world of pets, describing various animals and how they live""-- provided by publisher",dogs -- cats -- rabbits -- guinea pigs -- hamsters -- mice -- small birds -- macaws -- goldfish -- tropical fish,['pets'],"['rodents as pets', 'invertebrates as pets', 'wild animals as pets', 'domestic animals', 'pets']",s,{'pets': 5}
baby horses,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby horses to young readers through leveled text and related photos""-- provided by publisher",foals! -- on its feet -- growing up,"['foals', 'horses', 'animals']","['miniature horses', 'show horses', 'dressage horses', 'children and animals', 'arabian horse']",s,"{'foals': 21, 'horses': 8, 'animals': 60}"
"my animal, my self : a breakthrough way to understand how you and your animal reflect each other","""a guide to understanding behavior in companion animals from the perspective of 'mirroring,' in which some behaviors reflect qualities of the owner, whether physical, emotional, mental, or spiritual through examples and exercises, the author--a biologist and animal communicator--helps readers communicate with their animals and resolve conflicts""-- provided by publisher","through the animal looking glass -- our animals ourselves -- positive mirroring -- negative mirroring -- in sickness and in health -- look in the mirror?, what do you see? -- cleaning the mirror -- conclusion : mirror mirror everywhere -- appendix : dutch flower essence remedies","['pets', 'pets', 'pet owners', 'human-animal relationships']","['human-animal relationships', 'animal behavior', 'social behavior in animals', 'human-animal communication', 'animal communication']",s,"{'pets': 11, 'pet owners': 31, 'human-animal relationships': 1}"
"designing urban agriculture : a complete guide to the planning, design, construction, maintenance and management of edible landscapes","""this full-color guide offers a complete overview of edible landscapes from the planning, designing, and funding to the management and maintenance of these communal spaces and ecodestinations featuring case studies of innovative projects, it offers complete coverage of a dozen typologies including community gardens, csa farms, edible estates, edible roof gardens, guerilla gardens, vertical wall gardens, and farm-to-table gardens, among others""-- provided by publisher ""explains how to design regenerative edible landscapes that benefit both community and ecology offers complete coverage of management and maintenance issues ""-- provided by publisher","machine generated contents note: preface acknowledgements chapter 1: food cities: ecology + urban agriculture (ecology) chapter 2: planning strategies for urban food systems (planning) chapter 3: vision, synthesis and form (designing) chapter 4: systems integration and connections (constructing) chapter 5: lifecycle operations (managing) chapter 6: outreach and community (marketing) bibliography index ","['urban agriculture', 'edible landscaping']","['urban agriculture', 'urban gardening', 'edible landscaping', 'community gardens', 'landscape gardening']",s,"{'urban agriculture': 1, 'edible landscaping': 3}"
baby rabbits,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby rabbits to young readers through leveled text and related photos""-- provided by publisher",kits! -- life in the wild -- life as a pet,['rabbits'],"['children and animals', 'dwarf rabbits', 'invertebrates as pets', 'rabbits', 'kids (goats)']",s,{'rabbits': 4}
baby cats,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby cats to young readers through leveled text and related photos""-- provided by publisher",kittens -- newborns -- growing kittens,"['kittens', 'cats', 'animals']","['library cats', 'kittens', 'infants', 'children and animals', 'cats']",s,"{'kittens': 2, 'cats': 5, 'animals': 54}"
baby cows,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby cows to young readers through leveled text and related photos""-- provided by publisher",calves -- milk and cud -- nap time,"['calves', 'cattle', 'animals']","['cows', 'dairy cattle', 'cattle', 'beef cattle', 'kids (goats)']",s,"{'calves': 39, 'cattle': 3, 'animals': 40}"
baby dogs,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby dogs to young readers through leveled text and related photos""-- provided by publisher",puppies -- life with the litter -- new home,"['puppies', 'dogs', 'animals']","['toy dogs', 'puppies', 'dog adoption', 'shih tzu', 'children and animals']",s,"{'puppies': 2, 'dogs': 21, 'animals': 113}"
snow search dogs,"""engaging images accompany information about snow search dogs the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""--provided by publisher",a brave rescue! -- what are snow search dogs? -- deadly avalanches -- search and rescue training -- a dedicated team -- an active life -- barry : mountain dog,"['search dogs', 'rescue dogs', 'avalanches', 'search and rescue operations']","['sled dogs', 'dog rescue', 'hunting dogs', 'animal rescue', 'search and rescue operations']",s,"{'search dogs': 10, 'rescue dogs': 7, 'avalanches': 21, 'search and rescue operations': 5}"
pig detectives,"""in this book, young readers will learn about how pigs use their sense of smell to help humans""-- provided by publisher",jake the pig detective -- the nose knows -- hidden truffles -- grunting and sniffing -- digging up truffles -- a risky job -- finding mines -- smart as a pig -- on the job,"['swine', 'working animals']","['search dogs', 'detector dogs', 'hunting in literature', 'potbellied pigs as pets', 'miniature pigs']",s,"{'swine': 17, 'working animals': 28}"
homing pigeons,"""in this book, young readers will learn about how homing pigeons are able to carry messages across great distances""-- provided by publisher",ace the homing pigeon -- what are homers? -- message received -- far and fast -- finding their way -- a long history -- feathered heroes -- training -- amazing birds,"['homing pigeons', 'pigeons', 'working animals']","['homing pigeons', 'pigeons', 'animal communication', 'cage birds', 'birds']",s,"{'homing pigeons': 1, 'pigeons': 2, 'working animals': 54}"
inheritance of traits : why is my dog bigger than your dog?,"""this fun book about dog shows teaches the core curriculum topic of inheritance""-- provided by publisher",welcome to the show -- the world of dogs -- ancient breeds -- bred for speed -- the ultimate pony show -- the world of cats -- how do genes work? -- puppies and kittens -- best in show -- brother and sister -- the odd puppy out -- champion sniffers -- the world's best-trained dog,"['dogs', 'dog shows', 'heredity', 'genetics']","['mixed breed dogs', 'dog breeds', 'genetics', 'beagle (dog breed)', 'boxer (dog breed)']",s,"{'dogs': 55, 'dog shows': 44, 'heredity': 27, 'genetics': 3}"
water rescue dogs,"""engaging images accompany information about water rescue dogs the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""-- provided by publisher",a newfoundland to the rescue -- what is a water rescue dog? -- a gentle giant -- training for water rescue -- air scenting -- bilbo: the lifeguard dog,['water rescue dogs'],"['water rescue dogs', 'dog rescue', 'animal rescue', 'rescue dogs', 'portuguese water dog']",s,{'water rescue dogs': 1}
george washington carver,"""this book traces the life of george washington carver, from his early childhood and education through his sources of inspiration and challenges faced, early successes, and the agricultural discoveries for which he is best known a timeline at the end of the book summarizes key milestones and achievements of carver's life""-- provided by publisher",who was george washington carver? -- born into slavery -- the quest for an education -- college at last -- a professor -- welcome to tuskegee -- too many peanuts! -- the inventor -- advice for all -- never about money -- the george washington carver museum -- the george washington carver national monument -- a man like no other,"['african american agriculturists', 'agriculturists']","['frontier and pioneer life', 'plants and history', 'agriculture, prehistoric', 'agriculture and state', 'african american agriculturists']",s,"{'african american agriculturists': 5, 'agriculturists': 27}"
wilderness search dogs,"""engaging images accompany information about wilderness search dogs the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""-- provided by publisher",a dog to the rescue -- what is a wilderness search dog? -- training for duty -- on a mission -- off the job -- soot: wilderness search dog ,['search dogs'],"['hunting dogs', 'dog rescue', 'animal rescue', 'wildlife rescue', 'hiking with dogs']",s,{'search dogs': 11}
squirrel,"""who needs to fly to africa or visit a safari park, when there is so much wildlife on our doorsteps? this book examines squirrels and discusses where city squirrels live, what they eat, what dangers they face, and why they like living so close to people special ""spotter's clues"" symbols highlighting key squirrel behaviors and features are used throughout the book to enable readers to go on their own ""city safari"" once they have finished reading the book""-- provided by publisher",who has been snapped pinching a picnic? -- why do squirrels live in towns and cities? -- what makes squirrels good at living in towns and cities? -- where do squirrels rest and sleep? -- what do squirrels eat? -- why do squirrels like living near people? -- what dangers do squirrels face in towns and cities? -- when do squirrels have babies? -- why is it hard to spot a baby squirrel? -- squirrel spotter's guide,"['gray squirrel', 'squirrels', 'urban animals']","['urban animals', 'squirrels', 'wildlife watching', 'rodents as pets', 'wildlife conservation']",s,"{'gray squirrel': 6, 'squirrels': 2, 'urban animals': 1}"
field and forest : classic hunting stories,"""for hunters, listening to the accounts of kindred spirits recalling the drama and action that go with good days afield ranks among life's most pleasurable activities this newly updated volume - with an introduction by editor stephen j bodio -- contains some of the best hunting tales ever written, stories that sweep from charging elephants in the african bush to mountain goats in the mountain crags of the rockies, from the gallant bird dogs of the southern pinelands to the great western hunts of theodore roosevelt stories include: the wilderness hunter by theodore roosevelt tige's lion by zane grey lobo: the king of currumpaw by ernest seton-thompson my antelope by grace gallatin seton-thompson the alaskan grizzly by harold mccracken wolf-hunting in russia by henry t allen hunting on the turin plain by roy chapman andrews ""-- provided by publisher ""two of the greatest pursuits, writing and hunting, meet in one choice volume""-- provided by publisher","the prairie chicken / by capt charles askins (from game bird shooting, 1931) -- de shootin'est gent'man / by nash buckingham -- the first gun / by richard jeffries (from the amateur poacher, 1879) -- that twenty-five-pound gobbler / by archibald ruteledge -- bear hunting in the smokies / by horace kephart -- the american wilderness; wilderness hunters and wilderness game / by theodore roosevelt (from the wilderness hunter, 1893) -- tige's lion / by zane grey -- lobo : the king of currumpaw / by ernest seton-thompson (from wild animals i have known, 1899) -- my antelope / by grace gallatin seton-thompson (from a woman tenderfoot, 1900) -- the woman afield / by capt charles askins (from game bird shooting, 1931) -- the mountain goat at home / by william t hornaday, scd -- red letter days in british columbia / by lt townsend whelen -- the alaskan grizzly / by harold mccracken -- the hunt for the man-eaters of tsavo / by lt col j m patterson, dso -- some tiger stories / by sir richard dane -- the gentle art of tiger-hunting / by harry caldwell (from the blue tiger, 1924) -- wolf-hunting in russia / by henry t allen (from hunting in many lands : the book of the boone and crockett club, 1895) -- wolf chase / by roy chapman andrews (from across mongolian plains, 1921) -- hunting on the turin plain / by roy chapman andrews (from across mongolian plains, 1921) -- the forest and the steppe / by ivan turgenev","['hunting stories', 'hunting']","['hunting stories', 'big game hunting', 'small game hunting', 'bear hunting', 'hunting in literature']",s,"{'hunting stories': 1, 'hunting': 10}"
sunflower,"""an exploration of the life cycle and life span of sunflowers, using up-close photographs and step-by-step text to follow a sunflower's growth process from seed to seedling to mature plant""-- provided by publisher",sunflowers -- seeds from a head -- planting a seed -- seedlings and sunlight -- sprouting leaves -- following the sun -- pollinating help -- heavy seed heads -- drying out -- tasty seeds -- sunflower history -- places to plant -- death of a sunflower,"['sunflowers', 'sunflowers']","['germination', 'plant ecology', 'plant propagation', 'plants and history', 'sunflowers']",s,{'sunflowers': 5}
tomato,"""an exploration of the life cycle and life span of tomatoes, using up-close photographs and step-by-step text to follow a tomato's growth process from seed to seedling to mature plant""-- provided by publisher",tomatoes -- seeds and fruit -- planting a seed -- a seedling grows -- sprouting leaves -- transplanted in soil -- flowering plant -- pollinated fruit -- picking time -- eating tomatoes -- tomato history -- places to plant -- death of a tomato plant,"['tomatoes', 'tomatoes']","['plants and history', 'fruit-culture', 'plant ecology', 'plant propagation', 'plant breeding']",s,{'tomatoes': 9}
real animal heroes,"""shares amazing stories of brave animals that have rescued others and saved lives""-- provided by publisher",september 11 -- natural disasters -- water rescue -- wartime -- to the rescue,"['animal heroes', 'animal behavior', 'animals', 'pets', 'human-animal relationships']","['animal heroes', 'animal rescue', 'water rescue dogs', 'rescue dogs', 'wildlife rescue']",s,"{'animal heroes': 1, 'animal behavior': 97, 'animals': 19, 'pets': 55, 'human-animal relationships': 60}"
search-and-rescue dogs,"""in this book, young readers learn about search-and-rescue dogs""-- provided by publisher",meet a search-and-rescue dog -- search-and-rescue dog facts,"['search dogs', 'rescue dogs']","['dog rescue', 'rescue dogs', 'animal rescue', 'search dogs', 'water rescue dogs']",s,"{'search dogs': 4, 'rescue dogs': 2}"
sled dogs,"""in this book, young readers will learn about sled dogs""-- provided by publisher",meet a sled dog -- sled dog facts,['sled dogs'],"['sled dogs', 'sled dog racing', 'dog sports', 'greyhounds', 'toy dogs']",s,{'sled dogs': 1}
"food systems in an unequal world : pesticides, vegetables, and agrarian capitalism in costa rica","""food systems in an unequal world examines regulatory risk and how it translates to and impacts farmers in costa rica ryan e galt shows how the food produced for domestic markets lacks regulation similar to that of export markets, creating a dangerous double standard of pesticide use""-- provided by publisher","pesticide problems, pesticide paradoxes -- farm households, environmental geography, and agrarian capitalism -- socioeconomic differentiation and geographies of nature -- an environmental history of agricultural industrialization -- policing pesticides -- regulatory risk and the temptations of methamidophos -- ""it just goes to kill ticos""","['pesticides', 'pesticides', 'farmers', 'farmers', 'agricultural laborers', 'agriculture']","['organic farmers', 'pesticides', 'food crops', 'sustainable agriculture', 'agriculture']",s,"{'pesticides': 2, 'farmers': 18, 'agricultural laborers': 62, 'agriculture': 5}"
grains,"""describes grains, an essential part of a healthy diet, including where different varieties are grown, why they are healthy for us, and how other parts of the world consume grains""-- provided by publisher",what are grains? -- where do grains grow? -- traveling grains -- grains around the world -- healthy grains,"['grain', 'food supply']","['grain', 'food crops', 'crops', 'agriculture', 'crops and soils']",s,"{'grain': 1, 'food supply': 23}"
vegetables,"""describes vegetables, an essential part of a healthy diet, including where different varieties are grown, why they are healthy for us, and introduces vegetables from many countries""-- provided by publisher",what are vegetables? -- where do vegetables grow? -- traveling vegetables -- vegetables around the world -- healthy vegetables,['vegetables'],"['vegetable gardening', 'vegetables', 'food crops', 'crops', 'cooking (vegetables)']",s,{'vegetables': 2}
basic veterinary immunology,"""designed to fill the current gap in resources for teaching veterinary immunology, basic veterinary immunology offers a solid background in the essentials of immunology within the context of veterinary medicine the book combines a clinical framework complete with real-world examples to integrate the theory and practice of veterinary medicine each chapter begins with a clinically relevant veterinary issue and then presents one aspect of basic immunology in the context of that issue all chapters include learning objectives and a clinical correlation follow-up section that includes student considerations and a review of the possible explanations for the clinical presentation illustrated with 250 full-color images and figures that will also be available as powerpoint teaching aids, basic veterinary immunology and related materials will be made available online to students, faculty, and clinical veterinarians in partnership with the veterinary information network basic veterinary immunology will provide students with a good working knowledge of veterinary immunology that will serve them both in the completion of their curricula and in professional practice""-- provided by publisher",overview : mechanisms of defense -- overview of the innate immune system -- innate immune recognition -- the complement system -- acute inflammation -- innate cellular effector mechanisms -- cells and organs of the adaptive immune system -- antigens and antigen processing -- t-lymphocyte development -- t-cell activation -- b-cell development -- adaptive immune responses to infections and immunological memory -- fetal and neonatal immunity -- vaccination -- immune deficiencies and immune-mediated diseases -- the immune system and cancer -- veterinary clinical laboratory immunology,['veterinary immunology'],"['veterinary immunology', 'veterinary physiology', 'veterinary clinical pathology', 'veterinary pathology', 'veterinary hematology']",s,{'veterinary immunology': 1}
the organic book of compost : easy and natural techniques to feed your garden,includes bibliographical references and index,introduction -- garden organic -- composting then and now -- why compost? -- getting started -- making compost -- a home for your compost -- worm composting -- other composting techniques -- how to use your compost -- the creatures in your compost heap -- composting in the community -- frequently asked questions,"['compost', 'gardening']","['compost', 'organic gardening', 'soil ecology', 'garden soils', 'soil conservation']",s,"{'compost': 1, 'gardening': 38}"
dairy,"""describes dairy, an essential part of a healthy diet, including where different varieties are grown, why they are healthy for us, and how other parts of the world consume dairy foods""-- provided by publisher",what is dairy? -- where do dairy foods come from? -- dairy around the corner -- dairy around the world -- healthy dairy -- glossary,"['dairying', 'dairy products']","['dairy products', 'dairy products industry', 'dairying', 'dairy farming', 'dairy microbiology']",s,"{'dairying': 3, 'dairy products': 1}"
turkey hunting,"""engaging images accompany information about turkey hunting the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""-- provided by publisher",a prize gobbler -- what is turkey hunting? -- the wild turkey -- on the hunt -- hunter safety -- turkey hunting in alabama,['turkey hunting'],"['turkey hunting', 'deer hunting', 'hunting stories', 'small game hunting', 'hunting']",s,{'turkey hunting': 1}
lifeguard dogs,"""in this book, young readers will learn about the special dogs that work side-by-side with human lifeguards to help swimmers and boaters in trouble""-- provided by the publisher",beach rescue -- a special gift -- a new kind of school -- a bold dream -- the top breeds -- strong swimmers -- focused and fearless -- starting out at school -- more to learn -- the toughest rescues -- banned from the beach -- the next wave? -- just the facts -- common breeds: -- water rescue dogs,"['water rescue dogs', 'working dogs', 'lifeguards']","['water rescue dogs', 'portuguese water dog', 'dog rescue', 'dog breeds', 'rescue dogs']",s,"{'water rescue dogs': 1, 'working dogs': 11, 'lifeguards': 8}"
