title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
nimitz aircraft carrier,"""a high-interest introduction to the size, speed, and purpose of one of the world's largest aircraft carriers, including a brief history and what the future holds for the nimitz aircraft carrier""-- provided by publisher",that's a big ship! -- nuclear nimitz -- full speed ahead -- sailors and supplies -- always prepared -- naval carriers -- how big is it? -- glossary,"['aircraft carriers', 'nimitz class (aircraft carriers)']","['nimitz class (aircraft carriers)', 'aircraft carriers', 'naval architecture', 'naval aviation', 'littoral combat ships']",v,"{'aircraft carriers': 2, 'nimitz class (aircraft carriers)': 1}"
oasis of the seas,"""a high-interest introduction to the size, speed, and purpose of one of the world's largest passenger ships, including a brief history and what the future holds for the oasis of the seas""-- provided by publisher",that's a big cruise ship! -- sister ships -- big engines -- sailing in the caribbean -- keeping busy -- grand ships -- how big is it? -- glossary,['cruise ships'],"['ocean liners', 'cruise ships', 'oceanographic research ships', 'sailing ships', 'merchant ships']",v,{'cruise ships': 2}
warships from the golden age of steam : an illustrated guide to great warships from 1860 to 1945,"the great era of the steam warship was from the mid-1860s to the mid-1940s-an 80-year period in which a huge variety of large ships was built, ever-greater in size, fire-power, and technical sophistication capital ships were the most expensive and destructive weaponry prior to the atomic bomb, and their development can be traced decade by decade",uss monadnock (1864) to hms conqueror (1886) -- hms collingwood (1887) to sms kaiser friedrich iii (1898) -- hms canopus (1899) to satsuma (1909) -- uss south carolina (1910) to andrea doria (1915) -- hms canada (1915) to dunkerque (1937) -- kms scharnhorst (1939) to uss guam (1944),"['warships', 'warships', 'steamboats', 'steamboats']","['naval history, modern', 'naval history', 'naval architecture', 'battleships', 'littoral combat ships']",v,"{'warships': 12, 'steamboats': 83}"
"the knot tying bible : climbing, camping, sailing, fishing, everyday",a guide to tying more than 70 of the most useful and dependable knots,choosing ropes and lines -- rope construction -- coiling and storing -- self-stopped coil -- buntline or gasket coil -- general purpose knots -- overhand knot -- double overhand knot -- clove hitch -- cow hitch -- double slipped reef knot -- cat's-paw hitch -- constrictor knot -- swing hitch -- halter hitch -- slip knot -- hangman's knot -- running bowline -- sliding figure-eight knot -- carrick bend -- hunter's bend -- figure-eight bend -- true lover's knot -- sailing knots -- rolling hitch -- heaving line bend -- figure-eight knot -- reef knot (square knot) -- slipped reef knot -- thief knot -- round turn and two half hitches -- halyard hitch -- buntline hitch -- anchor bend -- bowline -- bowline bend -- bowline on a bight -- spanish bowline -- sheet bend -- double sheet bend -- chain sennit -- stevedore knot -- monkey's fist -- shear lashing -- turk's head -- fishing knots -- tucked half blood knot -- surgeon's knot -- barrel knot -- turle knot -- englishman's loop -- blood loop dropper knot -- angler's loop -- water knot -- fisherman's knot -- double fisherman's knot -- double uni knot -- climbing knots -- prusik knot -- klemheist knot -- munter hitch -- figure-eight loop -- man-harness knot -- heaving line knot -- camping knots -- taut-line hitch -- stopper knot -- sheepshank -- square lashing -- agricultural knots -- highwayman's hitch -- timber hitch -- trucker's hitch -- slipped overhand knot -- honda knot -- neck halter -- transom knot,['knots and splices'],"['knots and splices', 'square-riggers', 'tugboats', 'masts and rigging', 'nautical charts']",v,{'knots and splices': 1}
ship dioramas : bringing your models to life,"ship dioramas is about the art of displaying waterline ship models ship models that do not show the full hull and are not mounted on an artificial stand cry out for a realistic setting this is the province of the diorama, which at its most effective is a depiction of a scene or an event in which the ship model takes center stage this book devotes much of its space to what works and what does not, and illustrates with photographic examples why the best maritime dioramas have visual power, and how to achieve that impact","models in context -- dancing in attendance -- two's company, three's a crowd -- safely in harbour -- all on its ownsome -- making heavy weather of it -- combat situations -- small is beautiful -- wrong end of the telescope -- big, bold, and blimey! -- the silver darlings -- appendix: suppliers and dealers","['ship models', 'diorama']","['ship models', 'naval art and science', 'naval architecture', 'oceanographic research ships', 'naval history']",v,"{'ship models': 1, 'diorama': 35}"
no hero : the evolution of a navy seal,"recounts definitive moments from the authors career as a navy seal, discussing the missions that had the greatest personal meaning for him and explaining the lessons and values he hopes to pass on to the next generation","forty names -- the right to wear the shirt : purpose -- how to swim fifty meters underwater without dying : confidence -- the three-foot world : fear -- the hooded box : stress -- safe return doubtful : mind-set -- the setup : trust -- after action review : communication -- shoot, move, and communicate : relationships -- follow your buddy : accountability -- comfortable being uncomfortable : discomfort -- watch the shoes : evolution -- killing : compartmentalization -- last stop on the speeding train","['special operations (military science)', 'special forces (military science)', 'war on terrorism, 2001-2009']","['seamanship', 'naval tactics', 'naval history', 'submarine warfare', 'special forces (military science)']",v,"{'special operations (military science)': 8, 'special forces (military science)': 5, 'war on terrorism, 2001-2009': 87}"
"colonial naval culture and british imperialism, 1922-67","through a transnational and comparative analysis of official and subaltern sources, explores the indigenous naval forces that emerged in a period of british imperial prestige and international tension","the origins of colonial naval development -- the caribbean trinidad ; the cayman islands -- east africa kenya and zanzibar, pre-1945 ; post-war east africa -- east asia hong kong, pre-1945 ; post-war hong kong","['sea-power', 'sea-power', 'world war, 1939-1945']","['naval history, modern', 'naval history', 'naval art and science', 'naval tactics', 'naval architecture']",v,"{'sea-power': 10, 'world war, 1939-1945': 92}"
liners and merchant ships,"""discover how liners and merchant ships work, what they are used for, and how they have made history""--back cover",cutty sark (1869) -- preussen (1902) -- rms titanic (1911) -- rms queen mary (1934) --queen elizabeth 2 (1968) -- ccgs louis s st-laurent (1969) -- natchez (1975) -- berge stahl (1986) wind surf (1990) -- jervis bay (1992) -- glossary,"['merchant ships', 'ocean liners', 'cargo ships']","['ocean liners', 'merchant ships', 'oceanographic research ships', 'sailing ships', 'icebreakers (ships)']",v,"{'merchant ships': 2, 'ocean liners': 1, 'cargo ships': 12}"
"""not an idea we have to shun"" : chinese overseas basing requirements in the 21st century","this study considers six logistics models that might support expanded plan overseas operations: the pit stop model, lean colonial model, dual use logistics facility, string of pearls model, warehouse model, and model usa each model is analyzed in terms of its ability to support likely future naval missions to advance china's expanding overseas economic, political, and security interests and in light of longstanding chinese foreign policy principles this analysis concludes that the dual use logistics facility and string of pearls models most closely align with china's foreign policy principles and expanding global interests","executive summary -- introduction -- china's overseas interests, missions, and likely base and facilities support requirements -- six alternate models of basing: the deductive approach -- dual use logistics facility versus the string of pearls: the inductive approach -- could the string of pearls support major combat operations? -- additional considerations for a plan logistics base -- conclusion and policy implications -- appendix 1 ""string of pearls"" distance to chinese bases in nautical miles -- appendix 2 required plan force structure for an indian ocean region conflict -- appendix 3 us dod port requirements applied to zhanjiang -- appendix 4 citizen and netizen public opinion on overseas basing","['sea-power', 'military bases, chinese', 'military planning', 'sea control']","['military bases, chinese', 'military doctrine', 'military planning', 'aircraft carriers', 'cargo ships']",v,"{'sea-power': 20, 'military bases, chinese': 1, 'military planning': 3, 'sea control': 7}"
navy submarines : overview of virginia and ohio class programs,"""the us navy operates three types of submarines- nuclear-powered ballistic missile submarines (ssbns), nuclear-powered cruise missile and special operations forces (sof) submarines (ssgns), and nuclear-powered attack submarines (ssns) this book provides background information and issues for congress on the virginia-class ssn program the navy's proposed fy2016 budget requests $5,3401 million in procurement, advance procurement (ap), and economic order quantity (eoq) funding for the program decisions that congress makes on procurement of virginia-class boats could substantially affect us navy capabilities and funding requirements, and the us shipbuilding industrial base furthermore, this book provides background information and potential oversight issues for congress on the ohio replacement program (orp), a program to design and build a new class of 12 ballistic missile submarines (ssbns) to replace the navy's current force of 14 ohio-class ssbns the ohio replacement program is also known as the ssbn(x) program the navy wants to procure the first ohio replacement boat in fy2021, with advance procurement (ap) funding starting in fy2017 the navy has identified the ohio replacement program as its top priority program"" --preface",navy virginia (ssn-774) class attack submarine procurement : background and issues for congress / ronald o'rourke -- navy ohio replacement (ssbn[x]) ballistic missile submarine program : background and issues for congress / ronald o'rourke,"['nuclear submarines', 'virginia class (submarines)']","['virginia class (submarines)', 'submarines (ships)', 'nuclear submarines', 'naval history', 'submarine warfare']",v,"{'nuclear submarines': 3, 'virginia class (submarines)': 1}"
knots : the complete visual guide,"provides instructions for tying knots for various purposes; features advice on selecting, using, and maintaining ropes; and offers information about knot families, including stopper knots, binding knots, bends, hitches, loops, and sennits",getting started -- stopper knots -- binding knots -- bends -- hitches -- loops -- braids and sennits -- splices and whippings -- glossary,"['knots and splices', 'knots and splices']","['knots and splices', 'nautical charts', 'aids to navigation', 'masts and rigging', 'square-riggers']",v,{'knots and splices': 1}
type vii u-boats,"""this is the foruth volume in a new series providing ship modellers with all they need to know about a famous class of warship and associated model kits this volume is dedicated to the largest class of submarines ever built, the type vii, which formed the backbone of the german effort in the battle of the atlantic a pre-war design, the type vii was developed as the campaign progressed and was still in frontline service in 1945 all the major variants, as well as minor changes to equipment, are covered here""--back cover",design -- careers -- model products -- modelmakers' showcase -- schemes -- appearance -- plans -- u995 : last of many,"['submarines (ships)', 'submarines (ships)']","['virginia class (submarines)', 'submarines (ships)', 'naval architecture', 'ship models', 'nuclear submarines']",v,{'submarines (ships)': 2}
maritime command pacific : the royal canadian navy's west coast fleet in the early cold war,"""the royal canadian navy crews that sailed the atlantic during the early cold war held a contemptuous view of their west coast brethren, likening the pacific fleet to a ""yacht club"" where sailors enjoyed a life of leisurely service on a tranquil sea as maritime command pacific demonstrates, nothing could be further from the truth the first comprehensive history of the pacific fleet from 1945 to 1965, it begins by exploring how maritime command pacific (marcap) weathered postwar downsizing only to face rapid expansion in the wake of the korean war as cold war tensions mounted, defense planning evolved, leading to joint us-canadian naval operations and the development of the alcanus accord to protect the west coast of alaska, canada, and united states david zimmerman animates the lives of the men who served during this twenty-year period, recounting how they contended with drifting japanese mines, joint us-canadian training exercises, and the threat of soviet submarines--all while patrolling a rugged coastline known, in part, as the ""graveyard of the pacific"" along the way, he establishes that the pacific fleet was definitely not a yacht club""-- provided by publisher","the legacy of cold war and demobilization -- from peace to cold war, 1945-1950 -- defending the west coast in the nuclear age -- cold war expansion -- reorganization of pacific command and west coast defence planning, 1958-1961 - the golden age -- the cold war on the pacific coast, 1958-1965 -- conclusion","['sea-power', 'cold war']","['naval history', 'naval history, modern', 'naval strategy', 'naval tactics', 'admirals']",v,"{'sea-power': 20, 'cold war': 21}"
strike craft,the fast-moving story of strike craft enhanced by many color and black and white illustrations,the giant killers -- e-boat alley -- battle for the mediterranean -- pt-boats in the pacific -- the fast patrol boats -- hovercraft & hydrofoils,"['torpedo-boats', 'fast attack craft']","['torpedo-boats', 'naval history', 'search and rescue boats', 'naval history, modern', 'naval tactics']",v,"{'torpedo-boats': 1, 'fast attack craft': 12}"
"china horse marine : john r angstadt usmc, american legation, peiping, china 1934-1937","every marine has heard stories about the legendary ""china marines"" who served in china before the second world war many of these stories feature the small group of horse marines stationed at the american legation in peiping who patrolled the city streets and the surrounding chinese countryside riding small, tough, mongolian ponies and armed with the model 1913 patton sabers, these horse marines protected american missionaries and businessmen from bands of roving chinese bandits the horse marines, known as the mounted detachment, were considered to be the elite of all china marines illustrated with over 420 rare and previously unpublished horse marine items and photographs, including drawings and watercolors by col john w thomason, this book offers a unique perspective into the life of john r angstadt, one china horse marine","the john r angstadt grouping -- the mounted detachment in 1934 -- the marine mounted detachment weapons -- members of the mounted detachment -- saddles of the mounted detachment -- the william b hale funeral -- the second sino-japanese war -- sports -- dogs of the mounted detachment -- the american legation and peiping 1934-1937 -- social life of the mounted -- officers of the mounted detachment -- the american embassy guard annual, the american embassy guard news -- sailing to china and returning home -- the marine mounted detachment in nicaragua -- the marine mounted detachment in haiti","['embassy buildings', 'cavalry horses', 'mongolian pony']","['military art and science', 'military bases, chinese', 'naval history', 'naval history, modern', 'naval art and science']",v,"{'embassy buildings': 161, 'cavalry horses': 6, 'mongolian pony': 11}"
boatbuilding on mount desert island,"""mount desert island possesses a rich and diverse history of boatbuilding chester clement was the first of the ""lobsteryacht"" builders, and bunker and ellis elevated the concept henry hinckley started on an old boat-repair warf and built a world-class brand members of the rich family produced everything from gleaming yachts to rugged workboats, while sim davis and bink sargent were considered the experts for big draggers author laurie schreiber highlights the histories of some of the major players in mount desert island's boatbuilding community"" cover","preface -- o richtown brothers, where art ye?: a search for a boatbuilding clan -- a rich heritage: ""all i wanted to do was build boats: -- rich & grindle: ""let's go build a boat in my barn"" -- ronald rich: family man and hall of famer -- bunker and ellis: how two men played pool and became boatbuilding icons -- jarvis newman: early fiberglass trendsetter -- steve spurling: who are you? -- ralph and richard stanley: from legacy to beyond -- dinner with the hinckleys: how family, crew and culture made a world-class brand -- bink sargent navigates a diverse career -- farnham butler: a tast for controversy -- nobody built them like sim davis -- epilogue","['boatbuilders', 'boatbuilding']","['boatbuilding', 'boatbuilders', 'motorboats', 'boats and boating', 'shipwrights']",v,"{'boatbuilders': 2, 'boatbuilding': 1}"
finding north : how navigation makes us human,"""navigation is the key human skill it's something we do everywhere, whether feeling our way through a bedroom in the dark, or charting a ship's course but how does navigation affect our brains, our memory, ourselves? blending scientific research and memoir, and written in beautiful prose, finding north starts with a quest by the author to understand this most basic of human skills---and why it's in mortal peril in 1844, foy's great-great grandfather, captain of a norwegian cargo ship, perished at sea after getting lost in a snowstorm foy decides to unravel the mystery surrounding halvor michelsen's death---and the roots of his own obsession with navigation---by re-creating his ancestor's trip using only period instruments beforehand, he meets a colorful cast of characters to learn whether men really have better directional skills than women; how cells, eels, and spaceships navigate; and how tragedy results from gps glitches he interviews a cabby who has memorized every street in london, sails on a haitian cargo sloop, and visits the site of a secret navigational cult in greece at the heart of foy's story is this fact: navigation and the brain's memory centers are inextricably linked as foy unravels the secret behind halvor's death, he also discovers why forsaking our navigation skills in favor of gps may lead not only to alzheimers and other diseases of memory, but to losing a key part of what makes us human""-- provided by publisher","fear -- the stavanger paquet -- birds, memory, and london taxis -- modeling halvor -- at the shrine of the navigation gods -- the ""exploration"" gene -- adventures in the gps trade -- stellar screw-up -- sex and navigation -- bad latitude -- colorado : the dark heart of gps -- searching the chart -- odysseus in haiti -- launch -- the downside of cybernav -- at sea -- navigate or die? -- the sail, and the story of the sail -- the politics of navigation -- halvor's wedding -- finding north","['navigation', 'navigation', 'navigation', 'ocean travel']","['aids to navigation', 'navigation', 'navigation (aeronautics)', 'nautical charts', 'ocean travel']",v,"{'navigation': 2, 'ocean travel': 5}"
icebreakers,"""carefully leveled text in a narrative format couple with vibrant photograph to explore the function and features of icebreakers includes picture glossary and index""-- provided by publisher",icebreakers at work -- parts of an icebreaker,['icebreakers (ships)'],"['icebreakers (ships)', 'ice breaking operations', ""readers' theater"", 'explorers', 'shipwrecks']",v,{'icebreakers (ships)': 1}
mathematician and computer scientist grace hopper,"""have you ever wondered where the term debugging comes from? learn about grace hopper, a computer scientist and us navy rear admiral, known for her contributions to the early development of computer programming""--provided by publisher",a love of learning -- the mark computers -- a computer revolution -- computers in business -- a short retirement -- timeline,"['admirals', 'women admirals', 'computer engineers', 'women computer engineers']","['computer scientists', 'women computer scientists', 'computer programmers', 'women computer programmers', 'computer engineers']",v,"{'admirals': 73, 'women admirals': 18, 'computer engineers': 5, 'women computer engineers': 6}"
amazing us marine facts,"""the us marines are a powerful force but there is more to these elite fighters than you might imagine these surprising facts about the us marine corps will amaze you""-- provided by publisher",amazing marine facts -- amazing on the job facts -- amazing vehicles facts -- amazing weapons facts,['marines'],"['marines', 'naval aviation', 'special forces (military science)', 'naval gunnery', 'fighter pilots']",v,{'marines': 1}
"a tale of two navies : geopolitics, technology, and strategy in the united states navy and the royal navy, 1960-2015","""a tale of two navies is an analysis of the unique relationship between the united states navy and the royal navy from 1960 to present this loosely chronological study examines the histories, strategies, operations, technology, and intelligence activities of both navies bringing his extensive experience in both navies to bear, anthony wells provides a revealing look at the importance of naval thinking and how it impacts not only every level of naval activity, but also national defense as a whole""--provided by publisher","organizational change and strategic priorities impact the us navy and the royal navy -- limited war in the nuclear era: impact on the us navy and the royal navy -- the technology race is on: the us navy and royal navies face an emerging soviet navy that seeks technological parity -- the 1960s: the soviet navy challenges the us sixth fleet and the royal navy -- the us navy and royal navy as key echelons of american and british intelligence -- the soviets shift gears and make serious challenges at the time of the walker spy ring -- a real shooting war at sea: the falklands campaign of 1982 -- the changing tide: the demise of the soviet union and the end of the cold war -- the 1990s: a decade of rising threats in the middle east and a period of retrenchment with the end of the cold war -- conflicts, minor wars, and the world-changing event of 9/11: the us navy and the royal navy in a new era -- the new challenge in the middle east, the rise of china, and a possible challenge from russia -- the sea in future strategy: the future partnership of the united states navy and the royal navy","['sea-power', 'sea-power', 'naval strategy', 'naval art and science', 'geopolitics']","['naval history', 'naval history, modern', 'naval tactics', 'naval strategy', 'naval architecture']",v,"{'sea-power': 22, 'naval strategy': 4, 'naval art and science': 7, 'geopolitics': 122}"
"maritime security and indonesia : cooperation, interests and strategies","""indonesia is the largest archipelago state in the world comprising 17,480 islands, with a maritime territory measuring close to 6 million square kilometres it is located between the two key shipping routes of the pacific and indian ocean indonesia's cooperation in maritime security initiatives is vitally important because half of the world's trading goods and oil pass through indonesian waters, including the straits of malacca, the strait of sunda and the strait of lombok this book analyses indonesia's participation in international maritime security cooperation using indonesia as a case study, the book adopts mixed methods to assess emerging power cooperation and non-cooperation drawing from various international relations theories and the bureaucratic politics approach it addresses not only the topic of indonesia's cooperation but also engages in debates across the international relations, political science and policy studies disciplines regarding state cooperation based on extensive primary indonesian language sources and original interviews, the author offers a conceptual discussion on the reasons underlying emerging middle power participation or non-participation in cooperation agreements the analysis offers a fresh perspective on the growing problems of maritime terrorism and sea robbery and how an emerging power deals with these threats at unilateral, bilateral, regional and multilateral levels the book fills a significant gap in literature on indonesian foreign policy making in the post-1998 era""-- provided by publisher",maritime security and indonesia -- domestic politics -- when the hegemon is not leading -- when shared identity does not matter -- gains and losses,"['merchant marine', 'shipping', 'piracy', 'sea control', 'sea control', 'maritime terrorism']","['maritime terrorism', 'sea-power', 'sea control', 'geopolitics', 'civil-military relations']",v,"{'merchant marine': 24, 'shipping': 177, 'piracy': 148, 'sea control': 3, 'maritime terrorism': 1}"
submarines,"""presents a history of submarines and their uses featuring large-scale cut-away illustrations""--provided by publisher",the first submarines -- u-boats -- midget submarines -- modern submarines -- submersibles ,['submarines (ships)'],"['submarines (ships)', 'nuclear submarines', 'submarine warfare', 'naval history', 'torpedo-boats']",v,{'submarines (ships)': 1}
the parent's guide to the us navy,"""this book is both a translation manual and a cultural guide for parents of new sailors alongside chapters covering uniforms, ranks, ships, and aircraft are explanations and guidance as to what to expect when their child joins the navy, the many benefits their sailor will enjoy, and what families should bring and do when visiting their sailors designed to be an easy read as well as a useful reference work, the parent's guide to the us navy is essential reading for those parents whose children have chosen to ""go down to the sea in ships""""--provided by publisher",joining the navy -- sailor care -- a translation guide -- navy missions and heritage -- navy organization -- military titles -- reading uniforms -- ships -- aircraft -- appendix a glossary of navy terms and abbreviations -- appendix b sailor attributes from how we fight -- appendix c visiting your sailor's ship: crossing the quarterdeck -- appendix d further reading,['families of military personnel'],"['naval history', 'naval history, modern', 'naval aviation', 'naval tactics', 'naval art and science']",v,{'families of military personnel': 28}
the last big gun : at war and at sea with hms belfast,"""as she lay in dry dock, devastatingly damaged by one of hitler s newly deployed magnetic mines after barely two months in service, few could have predicted the illustrious career that lay ahead for the cruiser hms belfast after three years of repairs to her broken keel, engine- and boiler-rooms, and extensive refitting, she would go on to play a critical role in the protection of the arctic convoys, would fire one of the opening shots at d-day and continue supporting the operation overlord landings for five weeks her service continued beyond the second world war both in korea and in the far east before she commenced her life as one of the world s most celebrated preserved visitor ships in the pool of london her crowning glory however came in december 1943 when, equipped with the latest radar technology, she was to play the leading role in the battle of the north cape sinking the feared german battlecruiser scharnhorst, the bete noir of the royal navy in doing so the ship s crew made a vital contribution to, what was to be, the final big-gun head-to-head action to be fought at seain the last big gun brian lavery, the foremost historian of the royal navy, employs his trademark wide-ranging narrative style and uses the microcosm of the ship to tell the wider story of the naval war at sea and vividly portray the realities for all of life aboard a second world war battleship the book is lavishly illustrated with photographs and illustrations and will appeal to all those with an interest in military history and life in the wartime royal navy""--dust jacket",prologue: mined -- the birth of a cruiser -- preparing for sea -- war with germany -- repair -- russian convoy -- the war in the north -- the scharnhorst -- to normandy -- showing the flag -- wars in the east -- recovered from the reserve fleet,"['world war, 1939-1945']","['naval history, modern', 'naval history', 'battleships', 'naval gunnery', 'cruisers (warships)']",v,"{'world war, 1939-1945': 58}"
early ships and seafaring water transport beyond europe,"in this volume professor sean mcgrail introduces the reader to a relatively new branch of archaeology - the study of water transport - how early rafts, boats and ships were built and used concepts, such as boatbuilding traditions, ship stability and navigation without instruments, are first described archaeological research is then discussed, including sea levels in earlier times, how to distinguish the vestigial remains of a cargo vessel from those of a fighting craft; and the difference between a boat and a ship chapters 2 and 3, the heart of the text, deal with the early water transport of the mediterranean and atlantic europe, from the stone age to medieval times each chapter includes a description of the region's maritime geography and an exposition of its boat-building traditions the third element is a discussion of the propulsion, the steering and the navigation of these early vessels the sparse, often jumbled, remains of excavated vessels have to be interpreted, a process that is assisted by consideration of early descriptions and illustrations studies of the way traditional builders of wooden boats ply their trade today are also a great help experimental boat archaeology is still at an early stage but, when undertaken rigorously, it can reveal aspects of the vessel's capabilities such information is used in this volume to further our understanding of data from boat and ship excavations, and to present as coherent, comprehensive and accurate a picture as is now possible, of early european boatbuilding and use",egypt: water transport -- propulsion and steering -- seafaring -- pilotage and navigation -- arabia: water transport before 2nd milllennium bc -- water transport in the 2nd and 1st lillennium bc -- water transport in the 1st and 2nd millennium ad -- seafaring and navigation -- india: european contacts with india -- water transport -- propulsion and steering -- the 'periplus maris erythraei' -- seafaring -- pilotage and navigation -- australia: earliest sea passages -- migration routes -- navigation -- water transport -- seafaring -- south-east asia: austronesian migrations -- early maritime contacts -- water transport -- changes in planked boat- and ship-building -- propulsion and steering -- sout-east asian and chinese shipbuilding -- china: chinese coastal waters -- northern and southern ship types -- early water transport -- later water transport -- pilotage and navigation -- ociania: the oceanic migration -- water transport -- propulsion and steering -- ocean-going craft -- passages under sail -- navigation -- the americans: first settlement -- subsequent settlements? -- water transport -- america's earliest water transport? -- american achievements -- in conclusion: early water transport -- building traditions -- range of boat types -- future research,"['ships, ancient', 'shipping']","['ships, medieval', 'ships, ancient', 'sailing ships', 'merchant ships', 'seafaring life']",v,"{'ships, ancient': 2, 'shipping': 124}"
battleships : wwii evolution of the big guns : rare photographs from wartime archives,"beginning with a pictorial essay on battleship construction in the 1930s and 1940s, this new book looks at the various design facets of the last great capital ships of the world's navies kaplan offers us a glimpse into those massive american and german navy yards and construction facilities that were put to use during this time, acquainting us with the arenas in which these final examples of battleship technology were laid down, built up, launched, fitted out, commissioned and taken out to sea the book roots itself in a period of monumental change within the history of contemporary warfare w",battleship construction; battleship sailors; the new capital ship; scharnhorst and gneisenau; fast and last; tirpitz; warspite; battleship yamato; afterworldwar two; gallery,"['battleships', 'world war, 1939-1945']","['naval architecture', 'battleships', 'naval history', 'naval history, modern', 'naval art and science']",v,"{'battleships': 2, 'world war, 1939-1945': 38}"
"the lighthouse handbook west coast : including alaska, hawaii, and british columbia / by jeremy d'entremont","the perfect companion for lighthouse buffs, and the most comprehensible and travel-friendly field guide to the west coast, including alaska, hawaii, and canada! --publisher",california -- oregon -- washington -- british columbia --- alaska -- hawaii,"['lighthouses', 'lighthouses', 'lighthouses']","['lighthouses', 'coastwise shipping', 'coasters (ships)', 'nautical charts', 'ocean travel']",v,{'lighthouses': 1}
"super nuke! : a memoir about life as a nuclear submariner and the contributions of a ""super nuke"" -- the uss ray (ssn653) toward winning the cold war","""super nuke!"" is a first-hand account of the highly classified and spooky world of the nuclear fast attack submarine intending to inspire young people to consider a career in the nuclear navy","foreword -- the beginnings -- welcome to nuclear power -- nuclear power school -- the prototype -- naval submarine school -- launching -- fitting out -- fast cruise -- sea trials -- sea trials - bravo -- sea trials - charlie -- welcome to the fleet -- the first mission -- the second mission -- the third mission -- the idea - rejected -- taking the risk -- ssn pre-deployment training -- reflection -- appendix a albert l kelln -- appendix b nuclear physics, reactor principles, and nuclear reactor technology -- appendix c thermodynamics and fluid mechanics -- appendix d radiation and nuclear waste -- appendix e the super nuke plank owners uss ray (ssn653)","['nuclear submarines', 'nuclear submarines', 'submariners', 'cold war']","['nuclear submarines', 'submarine warfare', 'submarines (ships)', 'naval history', 'submariners']",v,"{'nuclear submarines': 1, 'submariners': 5, 'cold war': 48}"
american commander : serving a country worth fighting for and training the brave soldiers who lead the way,"""in recent years, the world has learned just what is required to bravely serve america through the navy's most elite seal team now, for the first time, we hear from their commander for more than half a decade, ryan zinke was a commander at the most elite seal unit a 23-year veteran of the us navy seals, zinke is a decorated officer and earned two bronze stars as the acting commander of joint special forces in iraq zinke trained and commanded many of the men who would one day run the covert operations to hunt down osama bin laden and save captain phillips (maersk alabama) he also served as mentor to now famous seals marcus luttrell (lone survivor) and chris kyle (american sniper)""--amazoncom","al-sadr's bookkeeper -- fallujah: a warehouse of death -- abu ghraib -- small-town america -- early teamwork -- go ducks -- the energy play -- so you want to be a frogman -- drop and give me 50 -- the teams -- the love of my life -- into the fire -- good luck, lieutenant -- lola's big storm -- the last of the pirate raids -- threat--no threat (life or death) -- tactical and strategic failures","['legislators', 'legislators']","['seamanship', 'admirals', 'military doctrine', 'generals', 'marines']",v,{'legislators': 169}
dazzle : disguise and disruption in war and art,"""while it is a constant throughout history that conflict has inspired and engendered great art, it is a much rarer event for art to impact directly upon the vicissitudes of war yet, in the course of the first world war, a collision of naval strategy and the nascent modern art movement, led to some two thousand british ships going to sea as the largest painted modernist ""canvases"" in the world covered in abstract, clashing, decorative, and geometric designs in a myriad of colors dazzle camouflage had arrived heavily inspired by the cubism and british vorticism art movements, dazzle was conceived and developed by celebrated artist and then naval commander norman wilkinson dazzle camouflage rejects concealment in favor of disruption it seeks to break up a ship's silhouette with brightly contrasting geometric designs to make a vessel's speed and direction incredible difficult to discern false painted bow-waves and sterns were used to confuse and throw off the deadly u-boat captains the high contrast shapes and colors further made it very difficult to match up a ship in the two halves of an optical naval rangefinder this new book traces the development of the dazzle aesthetic from theory into practice and beyond""--provided by publisher",norman wilkinson : the man behind the dazzle -- the dazzle painting concept -- the art and design of dazzle in britain -- dazzle in the usa -- rivals for the dazzle painting 'prize' -- return of 'dazzle' in the second world war -- inspirational and decorative dazzle -- centenary dazzle -- conclusion,"['warships', 'world war, 1914-1918', 'world war, 1914-1918', 'art and camouflage', 'camouflage (military science)', 'world war, 1939-1945', 'world war, 1914-1918', 'world war, 1939-1945', 'deception (military science)']","['art and camouflage', 'naval art and science', 'camouflage (military science)', 'military art and science', 'naval history, modern']",v,"{'warships': 16, 'world war, 1914-1918': 53, 'art and camouflage': 1, 'camouflage (military science)': 3, 'world war, 1939-1945': 68, 'deception (military science)': 11}"
boats,"""from paddles to sails, learn about the science and technologies that help boats float across the water easy-to-read text and vibrant, full-color photos captivate young readers plus, bolded glossary terms and a key stats section make it easy to zoom in and learn more aligned to common core standards and correlated to state standards"" -- publisher's website",science -- technology -- engineering -- art -- math -- key stats -- glossary -- booklinks -- index,['boats and boating'],"['boats and boating', 'electric boats', 'motorboats', 'sailboats', 'oceanographic research ships']",v,{'boats and boating': 1}
