title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
intense proximity : an anthology of the near and the far,"""more than an exhibition catalogue, this anthology reflects the the- oretical and conceptual content of la triennale 2012, and is fully part of the curatorial project it is a tool of theoretical thinking about the relations between art and anthropology from the begin- ning of the 21st century to the present day through essays written by the curators of la triennale and guest authors, and through reference texts written for the occasion last, each of the artists of la triennale is given carte blanche to propose on a double pager an original contribution""--la triennale website","speculations -- responses -- near and the far: incursions of ethnography -- proximities -- curatorial license & the ethnographic form: exchanges on ""primitivism"" and ""magiciens de la terre"" -- ethnographic poetics and the speculative camera","['visual anthropology', 'art, modern']","['art and anthropology', 'estridentismo (art movement)', 'dissident art', 'art and globalization', 'transcendentalism in art']",n,"{'visual anthropology': 28, 'art, modern': 95}"
bruno munari : my futurist past,"artist, graphic designer and polymath extraordinaire, bruno munari (1907-1998) first found fame as a member of ft marinetti's futurist group in the late 1920s his earliest paintings and drawings show the influence of comrades such as boccioni and balla, but even at this time, munari's art drew on a much more diverse range of avant-garde idioms, from constructivism to dada and surrealism, as his collages and photomontages indicate the aspirations of these movements to transform everyday life inspired munari to work across a range of media and disciplines, from painting and photomontage to sculpture, graphics, film and art theory for the first time, my futurist past documents the full richness of munari's playful, irreverent and endlessly creative career, from the artistic research of his futurist phase and early investigation of the possibilities of kinetic sculpture--the first ""mobiles"" in the history of italian art--to the immediate postwar years during which he became a leading figure of abstract painting, and his subsequent experiments with projected light and installation-based work (reflecting his belief that technological advances only expanded the artist's expressive vocabulary) the catalogue includes 280 reproductions in color alongside scholarly texts, and reveals munari as one of the most complex, creative and multifaceted figures of twentieth-century italian art","introduction / roberta cremoncini -- bruno munari, icon of modernity / massimo & sonia cirulli archive -- bruno munari, futurista / miroslava hájek -- art -- the visible hand / jeffrey schnapp -- my futurist past, present, and future / pierpaolo antonello -- graphics -- the maximum with the minimum / luca zaffarano -- how could it be done differently? / alberto munari -- documents -- the painter of 'cones' -- the naked prompter -- the story-teller of campari -- atmosphere -- the poem of the milk dress -- what useless machines are and why -- la rivista illustrata del popolo d'italia -- la lettura -- notebook -- manari's machines -- galleria borromini catalogue, milan -- the discoveries of bruno munari -- captions",['futurism (art)'],"['futurism (art)', 'cochiti art', 'revolutions in art', 'fascism and art', 'dissident art']",n,{'futurism (art)': 1}
"the total artwork in expressionism : art, film, literature, theater, dance, and architecture, 1905-25","""in the past, the various categories of expressionism have usually been treated separately the [title] is the first comprehensive publication ever to examine the remarkable interplay of --and parallel developments in-- art, film, literautre, theater, dance, and architecture in the years 1905 to 1925 the exhibition and the catalogue bring together the masterpieces of expressionist film such as 'the cabinet of dr caligari' and 'genuine', architectural models, set designs, stage photographs, poster art, dance masks, paintings, drawings, prints, and sculptures to present a unique panorama of the expressionist period addressing a disastrous war, a revolution, urban modernity, and the reinvention of the world, this is the first book in which renowned authors, key works, and source texts from all disciplines come together to allow the reader to thoroughly experience the ways in which the various areas of activity mutually influenced each other, as well as the equally dramatic and fascinating fruits of expressionism's networks"" --jacket","the total artwork in expressionism: foreword and acknowledgments / ralf beil -- ""for me there is no other 'work of art'"" the expressionist total artwork--utopia and practice / ralf beil -- setting the soul in vibration! expressionist concepts of the total artwork / thomas anz -- ""that life and work are one"" lived utopias with ernst ludwig kirchner and rosa schapire / leonie beiersdorf -- ""when the external supports threaten to collapse"" breakup and solidarity in expressionism before 1914 / astrid becker -- from storm to revolution politics and art after world war i / justin hoffmann -- pain becomes space here expressionist theater as total artwork / gerald köhler -- ""the intensification of nervous stimulation"" the metropolis as a beacon and portent of modernism / steffen krämer -- ecstasy is reality cocaine, plasure, and death in freud's psychoanalysis / petra gehring -- the great triad of voice, space, and light, opera as expressionist total artwork / camilla bork -- they had the cinemanetworks in the expressionist film of the early weimar republic / claudia dillmann --""you must become caligari"" 'the cabinet of dr caligari' and its commercial and artistic success / uli jung -- caligari meets schoenberg music, art, and film as total artwork in expressionism / joachim fontaine -- the reinvention of the world as a good dwelling in space bruno taut and the crystal chain / werner durth -- to the brothers of the planet earth expressionism-a german chapter?! / wolfgang pehnt -- ""crystalline symbol of a new belief to come"" expressionist handcraft and the total artwork at the bauhaus / gerda breuer -- riding on the crest of the expressionist wave the hamburg artist feasts 1914-24 / rüdiger schütt -- short glossary of expressionism protagonists, institutions and theatrical and cinematic works / susanne neubronner","['expressionism (art)', 'expressionism (art)', 'arts, modern', 'painting, modern']","['expressionism (art)', 'abstract expressionism', 'social movements in art', 'post-impressionism (art)', 'dissident art']",n,"{'expressionism (art)': 1, 'arts, modern': 61, 'painting, modern': 137}"
wild art,"wild art is an incredibly brash and current collection of over 300 extraordinary artworks that are too offbeat, outrageous, kitschy, quirky, or funky for the formal art world from pimped cars, graffiti, flash mobs, and burlesque acts, to extreme body art, ice sculpture, light shows, and carnivals, the works featured here are variously moving, funny, or shocking - and guaranteed to elicit a reaction authors david carrier and joachim pissarro have studied alternative and underground art cultures for years here, they've compiled the ultimate collection of creative works that celebrate the beauty and art in anything and everything, challenging the reader's perception of what is and what isn't art",what is wild art? -- street smart -- adorning the self -- go ape! -- all in good taste -- forbidden art -- wasting away -- wild architecture -- art against time -- making a spectacle -- the big and small of art,"['art, modern', 'art, modern', 'public art']","['street art', 'outsider art', 'dissident art', 'art and popular culture', 'ethnic art']",n,"{'art, modern': 90, 'public art': 6}"
"comedy, caricature and the social order, 1820-50","offering an overview of the marketplace for comic images between 1820 and 1850, this book makes a case for the interest and importance of a largely neglected area of visual culture it considers the impact on the development of print culture of the emergent, but soon widespread, use of lithography and wood engraving, both capable of integrating texts and images cheaply and imaginatively on the printed page drawing on a wide range of commercially produced print genres, including song books, play-texts, comic annuals and magazines as well as single plate and series of caricatures, this book traces the ways in which regency and early victorian visual humour sustains some of the characteristics of an earlier caricature tradition while also beginning to develop new ways of analysing and coping with social change through comic forms and genres","part i regency and early victorian graphic humour : modes and markets -- 1 graphic bric-a-brac? approaching early nineteenth century graphic humour -- 2 regency visual culture in the marketplace -- 3 continuity, innovation and change : comic visual culture 1820-1850 -- part 2 the social vision of regency and early victorian comic visual culture -- 4 reflections in a print shop window : from street theatre to crime scene -- 5 robert seymour : a jobbing artist in the marketplace -- 6 the 'march of intellect' as a comic event : mockery, heroism and social change -- 7 revisiting the regency : punch's dustmen","['caricatures and cartoons', 'caricatures and cartoons', 'english wit and humor, pictorial', 'cartoonists', 'printing']","['english wit and humor, pictorial', 'european wit and humor, pictorial', 'american wit and humor, pictorial', 'decorative arts, victorian', 'illustration of books, victorian']",n,"{'caricatures and cartoons': 14, 'english wit and humor, pictorial': 1, 'cartoonists': 22, 'printing': 949}"
bronze,"""bronze, long celebrated for its durability and the wide range of effects that it offers, has been prized as an artistic material in many parts of the world throughout the ages magnificent bronze sculptures from ancient times have emerged unscathed after millennia on the sea-bed, and the material has been used for works on all scales, from the minute to the monumental this sumptuous catalogue examines bronze's earliest beginnings in north africa, the middle east and china, as it left behind tools and weaponry to become a fine-art material leading authorities chart the virtuosity of artists in ancient greece and rome; later developments in asia and africa; bronze's great flowering in the european renaissance in the hands of such figures as ghiberti, donatello and cellini; and its use in the modern era by artists from rodin and picasso to brancusi and bourgeois a unique testament to the works of art that one medium has inspired, bronze contains lavish colour plates of over 150 masterworks arranged chronologically to take the reader on a voyage through time, tracing the work of bronze sculptors, casters and chasers through the centuries""--jacket","bronze : an introduction / david ekserdjian -- bronze casting : the art of translation / francesca g bewer -- the ancient near east and egypt / timothy potts -- chinese bronzes / jessica rawson -- greece, etruria and rome / carol c mattusch -- sacred metals in south and southeast asia / john guy -- west africa : the lower niger region / john picton -- the bronze object in the middle ages / ittai weinryb -- the renaissance in italy and northern europe / david ekserdjian -- the seventeenth and eighteenth centuries / eike d schmidt -- the nineteenth and twentieth centuries / patrick elliott","['bronzes', 'bronze sculpture', 'bronze founding']","['bronze sculpture', 'bronze sculpture, hellenistic', 'bronze sculpture, classical', 'sculpture, ancient', 'bronzes, hellenistic']",n,"{'bronzes': 213, 'bronze sculpture': 1, 'bronze founding': 85}"
"art on the block : tracking the new york art world from soho to the bowery, bushwick and beyond","a fascinating tour of the last five decades of contemporary art in new york city, showing how artists are catalysts of gentrification and how neighborhoods in turn shape their art--with special insights into the work of artists such as jean-michel basquiat, cindy sherman, and jeff koons stories of new york city's fabled art scene conjure up artists' lofts in soho, studios in brooklyn, and block after block of galleries in chelsea but today, no artist can afford a soho loft, brooklyn has long gentrified, and even the galleries of chelsea are beginning to move on art on the block takes the reader on a journey through the neighborhoods that shape, and are shaped by, new york's ever-evolving art world based on interviews with over 150 gallery directors, as well as the artists themselves, art historian and cultural commentator ann fensterstock explores the genesis, expansion, maturation and ultimate restless migration of the new york art world from one initially undiscovered neighborhood to the next opening with the colonization of the desolate south houston industrial district in the late 1960s, the book follows the art world{u2019}s subsequent elopements to the east village in the {u2018}80s, brooklyn in the mid-90s, chelsea at the beginning of the new millennium and, most recently, to the lower east side with a look to the newest neighborhoods that artists are just now beginning to occupy, this is a must-read for both art enthusiasts as well as anyone with a passion for new york city",what moves the art world? -- moderns in midtown : the end of an era -- hell's hundred acres : early soho -- getting it together downtown : 1968 to 1975 -- dilution and discontent : the later seventies -- decade decadence : soho 1980 to 1990 -- the east village scene -- the state of the art : into the nineties -- wild times : williamsburg 1990 to 2000 -- whither williamsburg? : 2000 to 2005 -- fleeing to chelsea at the end of the century -- into the aughts -- after the fall : 2007 to 2010 -- the lower east side redux,"['arts, american', 'arts, american', 'artists', 'artists']","['city and town life in art', 'social movements in art', 'art and society', 'artists and community', 'institutional critique (art movement)']",n,"{'arts, american': 112, 'artists': 245}"
the package design book 2,"featuring over 400 works from 30 countries, this text, presenting the winners of the pentawards package design prize, 2011 to 2012, offers a broad perspective on the current evolution of package design and how it influences consumer behaviour",diamond -- beverages -- food -- body -- luxury -- other markets,"['packaging', 'packaging', 'commercial art', 'commercial art']","['packaging', 'perfume bottles', 'design', 'perfume paraphernalia', 'interior decoration accessories']",n,"{'packaging': 1, 'commercial art': 46}"
mastering oil painting,"overview: mastering oil painting is the perfect resource for beginning and intermediate artists to build proficiency and expertise in the art of oil painting with its slow drying time, oil paint allows artists to layer and blend deep, rich colors that retain their vibrancy when fully dried mastering oil painting will demonstrate how to work with this classic medium that has been a favorite of professional artists for hundreds of years the book opens by covering the basic tools and materials for getting started in oil painting, including brushes, mediums, supports, palette knives, and palettes on the pages that follow, artists will discover valuable information for understanding basic color theory, color mixing, and working with oil mediums, as well as how to master a range of techniques, including blending, stippling, scumbling, drybrushing, sponging, painting thickly and thinly, and others with the information offered by an accomplished, professional painter, aspiring artists will also learn how to select subject matter, set up a balanced composition, create textures, and use reference photos, all while learning how to paint a range of subjects, such as a landscape, a still life, and a floral arrangement - step by step! with easy-to-follow instruction and breathtakingly realistic artwork to inspire, the combination of tips, techniques, and engaging oil painting lessons in mastering oil painting offers a comprehensive resource for artists of all skill levels desiring to put their newfound painting knowledge to practical use by painting realistic, detailed works of art in oil, from start to finish",introduction -- tools & materials -- color theory -- form & drawing -- painting techniques -- painting process -- teacup & lemon -- lilacs in a brass pot -- wine press with grapes -- portrait of a child -- portrait from life -- landscape with a stream -- mountain landscape -- final thoughts,['painting'],"['mixed media painting', 'watercolor painting', 'acrylic painting', 'plein air painting', 'watercolor painting, european']",n,{'painting': 16}
"marcia decoster's beads in motion : 24 jewelry projects that spin, sway, swing, and slide",features twenty-four beadwoven jewelry projects that showcase movement from a simple drop that swings from chains to elaborate pieces with intricate components that spin around a core of beads or along a beaded base,tools & supplies -- fundamentals -- earrings & rings -- bracelets -- necklaces,"['beadwork', 'jewelry making']","['beadwork', 'jewelry making', 'bead embroidery', 'jewelry', 'costume jewelry']",n,"{'beadwork': 1, 'jewelry making': 2}"
"fascism, architecture, and the claiming of modern milan, 1922-1943","""fascism, architecture, and the claiming of modern milan, 1922-1943 chronicles the dramatic architectural and urban transformation of milan during the nearly twenty years of fascist rule the commercial and financial centre of italy and the birthplace of fascism, milan played a central role in constructing fascism's national image and identity as it advanced from a revolutionary movement to an established state power using a wide range of archival sources, lucy m maulsby analyses the public buildings, from the relatively modest party headquarters to the grandiose palace of justice and the palazzo del popolo d'italia, through which mussolini intended to enhance the city's image and solidify fascism's presence in milan maulsby establishes the extent to which milan's economic structure, social composition, and cultural orientation affected il duce's plans for the city, demonstrating the influences on urban development that were beyond the control of the fascist regime by placing milan's urban change in its historic context, this book expands our understanding of the relationship between fascism and the modern city""--publisher's website","introduction -- milan in context -- respectable fascism: fascist party headquarters, 1922-1931 -- the commercial city: the trading exchange and piazza degli affari, 1928-1939 -- fascist authority: the palace of justice, 1932-1940 -- urban networks: fascist party headquarters, 1931-1940 -- museum, monument, and memorial: the palazzo del popolo d'italia, 1938-1942 -- epilogue","['architecture', 'fascism and architecture', 'architecture and state', 'public buildings']","['fascism and architecture', 'fascism and art', 'architecture, renaissance', 'cities and towns, renaissance, in art', 'architecture, baroque']",n,"{'architecture': 79, 'fascism and architecture': 1, 'architecture and state': 58, 'public buildings': 98}"
american city : st louis architecture : three centuries of classic design,"features louis sullivan's wainwright building, alfred mullet's old post office and theodore link's union station, eero saarinen's gateway arch, tadao andao's pulitzer foundation for the arts building and maya lin's recently completed ellen clark hope plaza","machine generated contents note: old courthouse -- missouri botanical garden museum and library -- grand avenue water tower -- eads bridge -- raeder place -- linnean house -- old post office -- isaac h lionberger house -- merchandise mart -- bell telephone building -- anheuser-busch brew house -- wainwright building -- wainwright tomb -- st louis union station -- washington terrace entrance gate -- bee hat building -- chemical building -- compton hill water tower -- st louis university museum of art -- flight cage -- st louis art museum -- st louis city hall -- patrick henry school -- roberts, johnson & rand shoe company building -- municipal courts building -- st louis public library -- intake tower #2 -- missouri athletic club -- southwestern bell building -- continental building -- fox theater -- civil courts building -- tums building -- jewel box -- grant clinic -- milles fountain -- lambert field main terminal -- steinberg hall -- climatron -- james s mcdonnell planetarium -- gateway arch -- american zinc, lead & smelting company building -- pet plaza -- general american life building -- 1010 market -- one at&t center -- pulitzer foundation for the arts at bjc institute of health -- mildred lane kemper art museum -- centene plaza -- ellen s clark hope plaza","['architecture', 'architecture']","['architecture, colonial', 'historic buildings', 'museum architecture', 'art museum architecture', 'vernacular architecture']",n,{'architecture': 66}
"femininity, time and feminist art","""femininity, time and feminist art"" explores feminist art of the 1970s through the lens of contemporary art made by women in a series of original readings of artworks by, amongst others, tracey emin, vanessa beecroft, hannah wilke and carolee schneemann, clare johnson argues that femininity can be understood as a relationship to time each chapter analyses one or more artworks through different forms of time, taking the reader on a journey through a range of issues including maternal loss and desire, narratives of escape and failed femininity ""femininity, time and feminist art"" argues for an inter-generational approach to art history, which is unafraid to include art considered marginal to feminism","fantasies of adventure, escape and return: tracey emin's ""why i never became a dancer"" -- traces of feminist art: temporal complexity in the work of eleanor antin and elizabeth manchester -- sexuality, loss and maternal desire in the work of carolee schneemann and tracey emin -- feminist narratives and unfaithful repetition: hannah wilke's ""starification object series"" -- critical mimesis: hannah wilke's double address -- smooth surfaces and flattened fantasies: thoughts on criticality in sam taylor-johnson's ""soliloquy iii"" -- near-stillness in the art films of sam taylor-johnson and vanessa beecroft","['feminism and art', 'feminism in art']","['feminism in art', 'feminism and art', 'feminism and the arts', 'feminist art criticism', 'femininity in art']",n,"{'feminism and art': 2, 'feminism in art': 1}"
willard mullin's golden age of baseball,"this first-ever retrospective of the dean of american sports cartooning ""stars"" baseball greats such as joe dimaggio, yogi berra, lou gehrig, and many others",mulling over willard / bob staake -- willard mullin through the eyes of his daughter / shirley mullin rhodes -- gallo on mullin / bill gallo -- the baseball world of willard mullin / hal bock -- the 1930s -- the 1940s -- the 1950s -- the 1960s and 1970s -- color work -- sports cartooning: telling a story in pen and ink / hal bock),"['american wit and humor, pictorial', 'caricatures and cartoons', 'cartoonists', 'baseball', 'baseball', 'sports']","['comic strip characters', 'caricatures and cartoons', 'sports in motion pictures', 'cartoonists', 'cartoon characters']",n,"{'american wit and humor, pictorial': 18, 'caricatures and cartoons': 2, 'cartoonists': 4, 'baseball': 12, 'sports': 295}"
philippe starck,"philippe starck is one of the world's most prolific and famous designers well known for his luxurious hotels and restaurants, he is equally celebrated for his inspirational reworkings of everyday household items whether it be his iconic lemon squeezer, dubbed the 'juicy salif', or his colourful stylized toothbrushes, stark's works are some of the earliest examples of 'democratic design' this idea, that exceptional products should not be exclusive and elite, but be accessible and affordable, would eventually revolutionise modern design starck has worked privately for french president francois mitterand, decorating a suite in the palais d'elysee in paris in 1982 he has designed products for a number of internationally renowned organisations including microsoft, lacie, eurostar, alessi and fossil published in the same style as the successful 'minimum architects' series, the 'minimum design' series includes books about the major figures in the field of design, creators of objects that have become a part of our daily lives the lamp on our desk, the chair we are sitting on or the glasses we are wearing have a genius behind to be discovered these volumes will introduce in a practical manner the personalities and the works of the world's major designers by way of an historical-critical introduction to the work and life of each individual designer an accurate selection of the designer's most famous objects arranged in chronological order and a critique of his or her work summariing the most significant reviews published in magazines and newspapers will complete the subject",philippe starck -- seductive design -- catalogue of objects -- the objects -- interview -- critique -- selected references,['design'],"['design and history', 'designers', 'design', 'furniture designers', 'industrial design']",n,{'design': 3}
erotic japonisme : the influence of japanese sexual imagery on western art,"erotic japonism is the first monograph on the collecting practices of shunga (japanese erotic prints) in europe at the turn of the 19th century, most of all among the most renowned artists, and their use as a source of inspiration for them the publication will take a new look at commonly held perceptions about history of art, revealing surprising dialogues among greatly talented artists such as rodin, picasso, toulouse-lautrec, degas, beardsley, sargent, klimt, utamaro, hokusai or kuniyoshi, as well as many others -- publisher",the eighteenth century and romantic orientalism ; the arrival and first appraisals of shunga in mid nineteenth-century europe -- the western encounter with shunga the early european discovery of shunga ; sporadic encounters during the edo period ; the opening of japan and the spread of shunga in europe -- collections of japanese erotic art in europe and their dissemination the first parisian collectors ; shunga in western publications -- the impact of shunga on european art the appeal to artists ; the french milieu ; octopuses of pleasure and death ; the belgian case ; the british contribution ; the european diffusion of shunga at the turn of the century ; shunga as an enduring influence in twentieth-century art,"['erotic art', 'art, european']","['sex in art', 'erotic art', 'orientalism in art', 'japanese american art', 'sex crimes in art']",n,"{'erotic art': 2, 'art, european': 36}"
creative margins : cultural production in canadian suburbs,"""suburbs can be incubators of creativity: innovative and complex, but all too often underappreciated in creative margins, alison l bain documents the unique role of canadian artists and cultural workers in suburban place-formation and dismantles mischaracterizations of suburbs as cultural wastelands creative margins interweaves stories of the challenges and opportunities presented by the creation of culture in suburbs, focusing on etobicoke and mississauga outside toronto, and surrey and north vancouver outside vancouver the book investigates whether the creative process unfolds differently for suburban and urban cultural workers, as well as how this process is affected by the presence or absence of cultural infrastructure and planning initiatives",chapter 1 introduction: creating from the margins -- chapter 2 the geography of somewhere: the suburbs -- chapter 3 (un)usual suburbanites? explorations and interventions at the cultural frontier -- chapter 4 why (not) here? valuing the intermediate landscape -- chapter 5 suburban cultural infrastructure planning formulas: from district to multiplex -- chapter 6 the creative art of place complexity in suburbia -- chapter 7 networked geographies of suburban cultural workers -- chapter 8 conclusion: culture from the outside in,"['arts and society', 'popular culture', 'artists', 'arts', 'suburbs', 'sociology, urban']","['regionalism and the arts', 'city and town life in art', 'rural-urban migration in art', 'suburbs', 'cities and towns in art']",n,"{'arts and society': 23, 'popular culture': 163, 'artists': 154, 'arts': 80, 'suburbs': 4, 'sociology, urban': 42}"
20th century pewter : art nouveau to modernism,"""20th century pewter outlines the development of pewter design from the art nouveau movement up to the modernist period the first book to examine the artists and manufacturers working in this versatile material, it highlights the important factories and workshops of germany, britain, france, the netherlands, austria, scandanavia, japan, and america""--publisher's website",german pewter -- british pewter -- french pewter -- dutch pewter -- austrian pewter -- scandinavian pewter -- american pewter -- japan -- pewter restoration -- pewter aftercare -- reproductions,['pewter'],"['art nouveau (architecture)', 'pewter', 'art nouveau', 'plastics as art material', 'wood-engraving, renaissance']",n,{'pewter': 2}
"the future of building : perspectives, methods, objectives, prospects",this publication features a collection of various aspects on the future of building - a compilation of different perspectives on significant trends and developments of the architecture of tomorrow,"operationality of data and material in the digital age / matthias kohler, fabio gramazio, jan willmann -- industrialisation versus individualisation : new methods and technologies / petra von both -- material, information, technology : options for the future / philipp dohmen, oskar zieta -- parametric design systems : a current assessment from the designer's viewpoint / nils fischer -- return to social concerns : new perspectives in contemporary architecture / andrew lepik -- sustainable urban development in a relational framework / alain thierstein, anne wiese, isabell nemeth -- understanding buildings as systems : location as identity generator / anja theirfelder, matthias schuler -- common sense instead of high tech / jochen paul, jakob schoof -- trend predictions : approaches, methods, opportunities / markus schlegel, sabine foraita -- living ergonomics : movement concepts for the architecture of work environments / burkhard remmers -- building processes of tomorrow : trends, scenarios, development axes / alexander rieck -- motivation and strategies for collaboration between industry and research / marcel bilow -- research initiative 'future building' : opportunities and objectives / hans-dieter hegner","['architecture', 'building materials', 'buildings', 'construction industry', 'city planning', 'regional planning', 'architectural design', 'architecture, modern']","['futurism (architecture)', 'architects and community', 'sustainable architecture', 'architecture and society', 'sustainable buildings']",n,"{'architecture': 16, 'building materials': 92, 'buildings': 29, 'construction industry': 131, 'city planning': 139, 'regional planning': 412, 'architectural design': 21, 'architecture, modern': 10}"
"rock the shack : the architecture of cabins, cocoons and hide-outs","""for the first time in the history of mankind, more people live in cities than in the country yet, at the same time, more and more city dwellers are yearning for rural farms, mountain cabins, or seaside homes these kinds of refuges offer modern men and women a promise of what urban centers usually cannot provide: quiet, relaxation, being out of reach, getting back to basics, feeling human again rock the shack is a survey of such contemporary refuges from around the world -- from basic to luxury the book features a compelling range of sparingly to intricately furnished cabins, cottages, second homes, tree houses, transformations, shelters and cocoons""--p [4] of cover",skies wide open -- timberland -- above it all -- down by the waterline,"['ecological houses', 'small houses', 'architecture, modern']","['dwellings in art', 'quonset huts', 'outdoor living spaces', 'vernacular architecture', 'cottages']",n,"{'ecological houses': 7, 'small houses': 38, 'architecture, modern': 98}"
"introducing: culture identities : design for museums, theaters, and cultural institutions","introducing: culture identities is a collection of outstanding design work for international cultural institutions it features poster campaigns, publications, and corporate design--much of which is designed to function across various media platforms extensive features introduce relevant topics and lend insight from two key perspectives: designers and clients the book gives voice to designers such as bureau mirko borsche and studio 2x4, who are especially active in the cultural field moma, the barbican, van abbemuseum, and documenta are among the clients represented","part 1: institutions documenta, a project by leftloft ; museum of modern art in warsaw, a project by ludovic balland ; van abbemuseum, projects by 75b, netahaven, mevis and van deursen, and dejan krsic ; moma, projects by moma department of advertising and graphic design, pentagram ; barbican art centre, designs by north design, fraser muggerridge studio ; art basel, a project by müller+hess ; international poster and graphic design festival of chaumont, including projects by jean-marc ballée, helmo, and vier5 -- part 2: deisgners bureau mirko borsche: thaliatheatre hamburg, die neue sammlung--pinakothek der moderne, bavarian state opera, bavarian state opera--pavillon 21, bavarian radio symphony orchestra ; 2x4: new york city opera, harvard art museum, lacma, isabelle stewart, gardner museum ; johannes erler: theater bremen, staatsschauspiel dresden ; james goggin: white noise-confusion, tate, mca chicago ; 75b: meekers, rotheater, danceworks, rotterdam, mondriaan fonds, international film festival rotterdam ; les graphiquants: kamchatka gallery, le centre chorégraphique de nancy, centre pompidou-metz, biennale de la danse de lyon, grame-musiques en scène ; double standards: helmut newton stiftung, hamburger bahnhof-reset raum, hebbel am ufer, schauspiel frankfurt, badisches staatstheater -- part 3: projects","['posters', 'advertising', 'advertising', 'cultural industries']","['art and globalization', 'cultural industries', 'globalization in art', 'museum architecture', 'arts and globalization']",n,"{'posters': 576, 'advertising': 893, 'cultural industries': 2}"
the art of denis williams,"""until now, only visitors to the national gallery of guyana would have had any chance of recognising just how outstanding an international artist denis williams was this book presents a unique and long-overdue opportunity for the reader to access his art in all its range and variety, not least because its author, his daughter evelyn a williams, provides access to paintings and drawings held by the family, rarely if ever seen before what the book represents is a story of both an outstanding talent, praised world-wide, by the likes of henry moore and salvador dali, and a journey of searching integrity in which williams placed the necessity of his vision before any urge to win the plaudits of fame and fortune in the art world it is a story of a constant need to expand the forms of his art and to escape from constriction"" -- book jacket","the european imprimatur -- 2 ""a negro artist"" -- 3 ""the restless course of experiment"" -- 4 a triangular dialogue -- 5 majestas -- 6 memorabilia",['painting'],"['art and race', 'african american painting', 'african american art', 'african americans in art', 'art, caribbean']",n,{'painting': 508}
in with the old : classic décor from a to z,a medley of 100 furnishing and decorative elements from a-z,the peak of chic from a to z,"['interior decoration', 'interior decoration']","['antiques in interior decoration', 'art in interior decoration', 'lighting, architectural and decorative', 'interior decoration', 'interior decoration accessories']",n,{'interior decoration': 4}
the art of cars 2,"presents storyboards, digital and pencil sketches, and character studies from the animated film ""cars 2""",introduction -- the pacific ocean -- world grand prix -- tokyo -- spycraft -- paris -- porto corsa -- roads not taken -- london -- radiator springs -- epilogue,['animated films'],"['automobiles in art', 'vehicles in art', 'video games in art', 'space vehicles in art', 'motorcycles in art']",n,{'animated films': 21}
fred williams : infinite horizons,"""fred williams is one of australia's greatest painters he created a highly original and distinctive way of seeing the australian landscape and was passionate about the painting process itself this is the first major retrospective of williams' work in over 25 years it highlights williams' strength as a painter including important large oil paintings and luminous gouaches to reveal his distinctive approach, often combining a feeling for place with a strong abstract emphasis williams' inspiration often emerged from the unique qualities of landscapes around australia, from upwey in victoria to the bass strait in tasmania and the pilbara region of western australia although williams is most often associated with dry environments, some of the surprises in the exhibition are the works that reveal his fascination with water--ponds, rivers, waterfalls and seascapes the show uncovers other unexpected elements, such as portraits of his family and friends, and delicate studies in gouache of plants and animals""--publisher's website","introduction -- laying the groundwork -- the stage is set -- resurrecting the gum tree -- classic williams -- dialogues across series -- the fullness of emptiness -- a sea change -- rediscovering landscape -- infinite horizons -- portraits of family, friends and a studio -- conclusion -- fred williams and company","['painting, australian', 'gouache painting', 'art, modern', 'art, australian']","['landscapes in art', 'artists as naturalists', 'landscape painting, american', 'painting, aboriginal australian', 'gardens in art']",n,"{'painting, australian': 77, 'gouache painting': 148, 'art, modern': 350, 'art, australian': 104}"
"an illustrated journey : inspiration from the private art journals of traveling artists, illustrators and designers","collects excerpts from the personal travel journal sketchbooks of forty-three artists, illustrators, and designers","ken avidor -- roberta avidor -- chris buchholz -- suzanne cabrera -- lisa cheney-jorgensen -- fabio consoli -- jean-christophe defline -- benedetta dossi -- bob fisher -- enrique flores -- will freeborn -- carol gillott -- virginia hein -- miguel ""freekhand"" herranz -- hannah hinchman -- kathrin jebsen-marwedel -- nina johansson -- cathy johnson -- andrea joseph -- tommy kane -- stephane kardos -- amanda kavanagh -- ch'ng kiah kiean -- kirk kolby -- olivier kugler -- lapin -- veronica lawlor -- don low -- prashant miranda -- steven b reddy -- melanie reim -- lucinda rogers -- felix scheinberger -- pete scully -- richard sheppard -- suhita shirodkar -- ian sidaway -- liz steel -- roz stendahl -- brenda swenson -- asnee tasnaruangrong -- earnest ward -- bryce wymer","['travel in art', 'artists', 'artists', 'artists', 'artists', 'notebooks', 'notebooks', 'drawing']","['travel in art', 'transportation in art', 'ocean liners in art', 'frontier and pioneer life in art', 'rural-urban migration in art']",n,"{'travel in art': 1, 'artists': 164, 'notebooks': 1506, 'drawing': 269}"
critical mass : contemporary art from india,"""the exhibition, a first exposure for a dynamic, multi-faceted scene that has been raising worldwide interest, presents paintings, photography, sculptures and installations by seventeen established and young artists the works represent india's socio-political reality, replete with upheavals, of the past two decades and express through contents, materials and visual esthetics the rich density that echoes india's familiar visual texture""--from tel aviv museum of art website (viewed november 27, 2012)",critical mass : beyond aesthetics / tami katz-freiman and rotem ruff -- contextualizing the contemporary / savita apte -- india@21stcentury : socio-economic and political transformation in contemporary india / rotem geva and udi halperin -- beyond the transparent threads of time : new portraits of ancient imaginings / maya tevet dayan,"['art, indic', 'art, indic']","['indian art', 'indians in art', 'hindu art', 'art, indic', 'indian artists']",n,"{'art, indic': 4}"
